type,name,module,path,hash
"md","feature-flags","bmm","bmm/testarch/knowledge/feature-flags.md","f6db7e8de2b63ce40a1ceb120a4055fbc2c29454ad8fca5db4e8c065d98f6f49"
"md","file-utils","bmm","bmm/testarch/knowledge/file-utils.md","e0d4e98ca6ec32035ae07a14880c65ab99298e9240404d27a05788c974659e8b"
"md","fixture-architecture","bmm","bmm/testarch/knowledge/fixture-architecture.md","a3b6c1bcaf5e925068f3806a3d2179ac11dde7149e404bc4bb5602afb7392501"
"md","fixtures-composition","bmm","bmm/testarch/knowledge/fixtures-composition.md","8e57a897663a272fd603026aeec76941543c1e09d129e377846726fd405f3a5a"
"md","full-scan-instructions","bmm","bmm/workflows/document-project/workflows/full-scan-instructions.md","6c6e0d77b33f41757eed8ebf436d4def69cd6ce412395b047bf5909f66d876aa"
"md","glossary","bmm","bmm/docs/glossary.md","c50812db5de4331113205abe905da8aa95420c59f27c82751cd4136586927d32"
"md","index-template","bmm","bmm/workflows/document-project/templates/index-template.md","42c8a14f53088e4fda82f26a3fe41dc8a89d4bcb7a9659dd696136378b64ee90"
"md","instructions","bmm","bmm/workflows/4-implementation/correct-course/instructions.md","36bdc26a75adcba6aba508f3384512502d6640f96926742666e026f1eb380666"
"md","instructions","bmm","bmm/workflows/4-implementation/retrospective/instructions.md","5508761efc7f88a54dc8de697977b6eccdd11f588f8469c1beb49ba70b2532af"
"md","instructions","bmm","bmm/workflows/4-implementation/sprint-planning/instructions.md","655ca6098c868ae5775a5cc547e97273f10814af1c59a61d6e38543e6d4ab1ac"
"md","instructions","bmm","bmm/workflows/4-implementation/sprint-status/instructions.md","7f6a8498f4bfb3c47073d70283a3c53ef174961c984ed6f10430d372638cb092"
"md","instructions","bmm","bmm/workflows/bmad-quick-flow/create-tech-spec/instructions.md","4fe696440982bdfb01d936a20c55aea658d934786ec9918b4080e36730c5ad4d"
"md","instructions","bmm","bmm/workflows/bmad-quick-flow/quick-dev/instructions.md","3b5f3f5040289389f1aadbf61c9ca6ed18ed743dc0d50ec946d441848deabdf4"
"md","instructions","bmm","bmm/workflows/diagrams/create-dataflow/instructions.md","d07ed411e68fce925af5e59800e718406a783f8b94dadaa42425f3a33f460637"
"md","instructions","bmm","bmm/workflows/diagrams/create-diagram/instructions.md","231d3ce0f0fe0f8af9010acebf2720eb858a45ea34cd1e7ec8385878bcd5e27f"
"md","instructions","bmm","bmm/workflows/diagrams/create-flowchart/instructions.md","36e8b3327dd6c97270f11de6f3bea346c17dd1b0e25fef65245fe166b00a2543"
"md","instructions","bmm","bmm/workflows/diagrams/create-wireframe/instructions.md","60309b71a73d1bee9804aaf63228c917066b8da64b929b32813b1d0411a8b8b2"
"md","instructions","bmm","bmm/workflows/document-project/instructions.md","da53bc02e056f83987e55a19939ecd3319b98a6de1a6eddde08c9a002636e249"
"md","instructions","bmm","bmm/workflows/testarch/atdd/instructions.md","eef9fc4eb4b866bacfc3e5b85a492c0f45530640c648cbe1dbbc78885db9a21e"
"md","instructions","bmm","bmm/workflows/testarch/automate/instructions.md","49b5979463bd683271df610128e174ec08725e351500dbc2aa05b8b19e99d56c"
"md","instructions","bmm","bmm/workflows/testarch/ci/instructions.md","bd4b8ef35428a9c046a926c7467920ac9c0de90e1222bf5bf7671f4ac6d1f429"
"md","instructions","bmm","bmm/workflows/testarch/framework/instructions.md","14009ff970a6dbce184439b466eac968abc26667271217981c314c1911a09db9"
"md","instructions","bmm","bmm/workflows/testarch/nfr-assess/instructions.md","7de16907253721c8baae2612be35325c6fa543765377783763a09739fa71f072"
"md","instructions","bmm","bmm/workflows/testarch/test-design/instructions.md","abe606f1b1daeb6da224ad8868515f7a3bdc1dcca95b74b3b53b891df8f6ecec"
"md","instructions","bmm","bmm/workflows/testarch/test-review/instructions.md","615eed020131c681f77ec2405559e40c38f3b6789b81c2effb3cb759fd674d1a"
"md","instructions","bmm","bmm/workflows/testarch/trace/instructions.md","fe499a09c4bebbff0a0bce763ced2c36bee5c36b268a4abb4e964a309ff2fa20"
"md","instructions","bmm","bmm/workflows/workflow-status/init/instructions.md","4377ed6015f4e0a6b9c85b68343f3ebcefefe5f08c77386d280ed9d13adfd592"
"md","instructions","bmm","bmm/workflows/workflow-status/instructions.md","ee1d418a8360906a505abc019e22fbd94a0bc7deaf7b8d5e4684240028b1b485"
"md","intercept-network-call","bmm","bmm/testarch/knowledge/intercept-network-call.md","fb551cb0cefe3c062c28ae255a121aaae098638ec35a16fcdba98f670887ab6a"
"md","log","bmm","bmm/testarch/knowledge/log.md","b6267716ccbe6f9e2cc1b2b184501faeb30277bc8546206a66f31500c52381d0"
"md","network-error-monitor","bmm","bmm/testarch/knowledge/network-error-monitor.md","0380eb6df15af0a136334ad00cf44c92c779f311b07231f5aa6230e198786799"
"md","network-first","bmm","bmm/testarch/knowledge/network-first.md","2920e58e145626f5505bcb75e263dbd0e6ac79a8c4c2ec138f5329e06a6ac014"
"md","network-recorder","bmm","bmm/testarch/knowledge/network-recorder.md","9f120515cc377c4c500ec0b5fff0968666a9a4edee03a328d92514147d50f073"
"md","nfr-criteria","bmm","bmm/testarch/knowledge/nfr-criteria.md","e63cee4a0193e4858c8f70ff33a497a1b97d13a69da66f60ed5c9a9853025aa1"
"md","nfr-report-template","bmm","bmm/workflows/testarch/nfr-assess/nfr-report-template.md","b1d8fcbdfc9715a285a58cb161242dea7d311171c09a2caab118ad8ace62b80c"
"md","overview","bmm","bmm/testarch/knowledge/overview.md","bae70e1489fc29692a40e83e605f63a8c82cfde7db1c58b15b565dc5cdee49d4"
"md","party-mode","bmm","bmm/docs/party-mode.md","7acadc96c7235695a88cba42b5642e1ee3a7f96eb2264862f629e1d4280b9761"
"md","playwright-config","bmm","bmm/testarch/knowledge/playwright-config.md","42516511104a7131775f4446196cf9e5dd3295ba3272d5a5030660b1dffaa69f"
"md","prd-template","bmm","bmm/workflows/2-plan-workflows/prd/prd-template.md","77e54c1f7e16986be40c8ff411e954894492ef678fd21f310dd77e62d87b5315"
"md","probability-impact","bmm","bmm/testarch/knowledge/probability-impact.md","446dba0caa1eb162734514f35366f8c38ed3666528b0b5e16c7f03fd3c537d0f"
"md","product-brief.template","bmm","bmm/workflows/1-analysis/product-brief/product-brief.template.md","0993d8a5b0bb42d1aebd092e726d0829bdcab6ccfa227dc3816626366e8ccf8c"
"md","project-context-template","bmm","bmm/data/project-context-template.md","34421aed3e0ad921dc0c0080297f3a2299735b00a25351de589ada99dae56559"
"md","project-context-template","bmm","bmm/workflows/generate-project-context/project-context-template.md","df2e7d5a78f80e96e90891219c6770849a6a4a61670cd80561d1c47a6302b974"
"md","project-overview-template","bmm","bmm/workflows/document-project/templates/project-overview-template.md","a7c7325b75a5a678dca391b9b69b1e3409cfbe6da95e70443ed3ace164e287b2"
"md","quick-flow-solo-dev","bmm","bmm/docs/quick-flow-solo-dev.md","8ca0bb322aeebe7ceff2598920eae6f8e450759cf1a232ad55efba71d94d6edf"
"md","quick-spec-flow","bmm","bmm/docs/quick-spec-flow.md","e732f1d06040a38393c2621cf89736bdb652dd57fc38f341d262c4aaacb77eb2"
"md","quick-start","bmm","bmm/docs/quick-start.md","46307514eff57cc42d6580afedda259f44f64913576e51169df446b8a45884bf"
"md","readiness-report-template","bmm","bmm/workflows/3-solutioning/implementation-readiness/templates/readiness-report-template.md","0da97ab1e38818e642f36dc0ef24d2dae69fc6e0be59924dc2dbf44329738ff6"
"md","README","bmm","bmm/data/README.md","352c44cff4dd0e5a90cdf6781168ceb57f5a78eaabddcd168433d8784854e4fb"
"md","README","bmm","bmm/docs/images/README.md","4f9c7bdfeef5599172046e8f3165e2c95d67d4749448e689ebfc507b39a65679"
"md","README","bmm","bmm/docs/README.md","4d8d185f83ad686edaea93ac533542c01b23d73a49e56c147078eff33c643cb2"
"md","README","bmm","bmm/README.md","ad4e6d0c002e3a5fef1b695bda79e245fe5a43345375c699165b32d6fc511457"
"md","recurse","bmm","bmm/testarch/knowledge/recurse.md","19056fb5b7e5e626aad81277b3e5eec333f2aed36a17aea6c7d8714a5460c8b2"
"md","research.template","bmm","bmm/workflows/1-analysis/research/research.template.md","f556c1797899e279c453b654fad1830deb65da3726b6349b1ad8ddec0fa43543"
"md","risk-governance","bmm","bmm/testarch/knowledge/risk-governance.md","2fa2bc3979c4f6d4e1dec09facb2d446f2a4fbc80107b11fc41cbef2b8d65d68"
"md","scale-adaptive-system","bmm","bmm/docs/scale-adaptive-system.md","343e3772c2e24e9ddd6b9278f72e48dc7be961ee5ad23496003cc17cac57314c"
"md","selective-testing","bmm","bmm/testarch/knowledge/selective-testing.md","c14c8e1bcc309dbb86a60f65bc921abf5a855c18a753e0c0654a108eb3eb1f1c"
"md","selector-resilience","bmm","bmm/testarch/knowledge/selector-resilience.md","a55c25a340f1cd10811802665754a3f4eab0c82868fea61fea9cc61aa47ac179"
"md","source-tree-template","bmm","bmm/workflows/document-project/templates/source-tree-template.md","109bc335ebb22f932b37c24cdc777a351264191825444a4d147c9b82a1e2ad7a"
"md","step-01-discover","bmm","bmm/workflows/generate-project-context/steps/step-01-discover.md","150bbebcbfbe5f4b57ad0fc4a3b2b992d9dc537c3e3c018c47e267abf6f886a3"
"md","step-01-document-discovery","bmm","bmm/workflows/3-solutioning/implementation-readiness/steps/step-01-document-discovery.md","ce231c3d88c9cb014a940b671f5dc25b69db8a297a3f226e1a9ffbc3aedd181d"
"md","step-01-init","bmm","bmm/workflows/1-analysis/product-brief/steps/step-01-init.md","8fe8b488f6766456ba0dc9ac7d45e145c1266dcaca4633ae850c101381d4db54"
"md","step-01-init","bmm","bmm/workflows/1-analysis/research/domain-steps/step-01-init.md","c880668be8190af4db0df42cf1609097c747478b048b6ba2554fc7044444a3b3"
"md","step-01-init","bmm","bmm/workflows/1-analysis/research/market-steps/step-01-init.md","e47f961651ad449964cbbd16f39f0a34b2e7ffa0da7e9d06a8a361329e2d7ba1"
"md","step-01-init","bmm","bmm/workflows/1-analysis/research/technical-steps/step-01-init.md","4d6ed6afc591c556dda2284265960cf74ea7e8c4d65108edb3278043fc915ef1"
"md","step-01-init","bmm","bmm/workflows/2-plan-workflows/create-ux-design/steps/step-01-init.md","8c0811939c75acc2400c4670ac0a3721d8d8df1564119e625ea6a70bb56e5ace"
"md","step-01-init","bmm","bmm/workflows/2-plan-workflows/prd/steps/step-01-init.md","b2d8ce68633dbecc4cd32d4df8e6068731de8dc61faf1ddafbb651af3f87baee"
"md","step-01-init","bmm","bmm/workflows/3-solutioning/architecture/steps/step-01-init.md","f464457c30fef1dcc5b5fd31d3feef8aa807f16f85f998d61e5fa9391aa02774"
"md","step-01-validate-prerequisites","bmm","bmm/workflows/3-solutioning/create-epics-and-stories/steps/step-01-validate-prerequisites.md","4f1c61d1379a07c28d058a48efb16c805b303e2ab19dbf2743ee68778dba2765"
"md","step-01b-continue","bmm","bmm/workflows/1-analysis/product-brief/steps/step-01b-continue.md","029570dbfd0cede406fd6de79e9196d9a673007f2b3687c4ff9a6d1380c1a4cf"
"md","step-01b-continue","bmm","bmm/workflows/2-plan-workflows/create-ux-design/steps/step-01b-continue.md","e897baf661717873e781abfea7b0f30dc0fc5668e8dfb87511f8d848e4429e78"
"md","step-01b-continue","bmm","bmm/workflows/2-plan-workflows/prd/steps/step-01b-continue.md","0401baf1faad67432912ae6e5a3755eca2764a09b7fafde21f7b40388c81a0ce"
"md","step-01b-continue","bmm","bmm/workflows/3-solutioning/architecture/steps/step-01b-continue.md","4188f4abe9674b83108571317f8be8e35fc95d51d156397827dded6ef7429213"
"md","step-02-context","bmm","bmm/workflows/3-solutioning/architecture/steps/step-02-context.md","2875692c74095e5f9eedf88bb461c56685373a938ee436bddbfa1e1304c60956"
"md","step-02-customer-behavior","bmm","bmm/workflows/1-analysis/research/market-steps/step-02-customer-behavior.md","fb25681e5e731736df99f7a3cc3ecf3181d8faea0a872fb5b5d3bdc3d98c3266"
"md","step-02-customer-insights","bmm","bmm/workflows/1-analysis/research/market-steps/step-02-customer-insights.md","3c516f4958f55f9732838238a45948987a7a88cab14c9c469f5d03a1f5b4a375"
"md","step-02-design-epics","bmm","bmm/workflows/3-solutioning/create-epics-and-stories/steps/step-02-design-epics.md","4a58e62aa46ec866b43ff04e842ca45219eddaa932cc8c4f9543ba1bad9fb491"
"md","step-02-discovery","bmm","bmm/workflows/2-plan-workflows/create-ux-design/steps/step-02-discovery.md","a618c7b9c1cc8fa4ac859e36b979cbbfa66fee8d2e50015f902cc8fbe7c6ddcb"
"md","step-02-discovery","bmm","bmm/workflows/2-plan-workflows/prd/steps/step-02-discovery.md","76323855c878faf2c2a2e03a881c5742a7d8915dc3aa4817fba5649433e4479a"
"md","step-02-domain-analysis","bmm","bmm/workflows/1-analysis/research/domain-steps/step-02-domain-analysis.md","f0281c46b50151af72d28bf71fbf70e451b89b01dd1e0607d5c4c8d45a9fe9a3"
"md","step-02-generate","bmm","bmm/workflows/generate-project-context/steps/step-02-generate.md","3ce90684fcbe072c568f53e0518dafbe2cddbf9b78195ace806f277374c2e7a1"
"md","step-02-prd-analysis","bmm","bmm/workflows/3-solutioning/implementation-readiness/steps/step-02-prd-analysis.md","309a073dcaa2a4beaa7f75da4b6955582c1504d93ac860c2369b351a1d054e9f"
"md","step-02-technical-overview","bmm","bmm/workflows/1-analysis/research/technical-steps/step-02-technical-overview.md","dfef6c9c0054dbf4a9faf43a7f577a0296a69ab1a1e2fe9aa64affdad3dee84b"
"md","step-02-vision","bmm","bmm/workflows/1-analysis/product-brief/steps/step-02-vision.md","3c880759b86ff79b9bfa28bd55eb3a90d8bdaf79ed010467ba7fb0906f5b5bd7"
"md","step-03-competitive-landscape","bmm","bmm/workflows/1-analysis/research/domain-steps/step-03-competitive-landscape.md","bdb6b7ad4157c50fe5cb7b87aaa332a32f2581468afda783dec77efb1761805d"
"md","step-03-complete","bmm","bmm/workflows/generate-project-context/steps/step-03-complete.md","9158815e89b1ac9c959502a8dfcff0c019a736aabea7d7e6f319984f65ba5c73"
"md","step-03-core-experience","bmm","bmm/workflows/2-plan-workflows/create-ux-design/steps/step-03-core-experience.md","be36e09b94f46140b84af7bfecad7b0dc2513c057b9a72969f5e1a7c56673426"
"md","step-03-create-stories","bmm","bmm/workflows/3-solutioning/create-epics-and-stories/steps/step-03-create-stories.md","8ae4f79b022613766cd63bc9221b4854c23c99fb0c90671bcf77f02422c4644b"
"md","step-03-customer-pain-points","bmm","bmm/workflows/1-analysis/research/market-steps/step-03-customer-pain-points.md","63f5e16bf31da6a377812744fcc03fc886e6e84f30685d383836c688466049ff"
"md","step-03-epic-coverage-validation","bmm","bmm/workflows/3-solutioning/implementation-readiness/steps/step-03-epic-coverage-validation.md","77fc006425963f73c7884dc0de9af5d61feb495fd71678ab8d0367661278fd3b"
"md","step-03-integration-patterns","bmm","bmm/workflows/1-analysis/research/technical-steps/step-03-integration-patterns.md","516d5543ebe5f9004dc6ff7e09428704cbb85baf5aa33f2693d57515f43cc43e"
"md","step-03-starter","bmm","bmm/workflows/3-solutioning/architecture/steps/step-03-starter.md","d6c517d59bd51bcd19f7bc2978b102ea14f1e7bd23de14b07acab3d8ec3d27fc"
"md","step-03-success","bmm","bmm/workflows/2-plan-workflows/prd/steps/step-03-success.md","b1a9d4bce7ec0f4239968d4e763e6f6cf41865ea79c2cd26a002199bfa9b7ff2"
"md","step-03-users","bmm","bmm/workflows/1-analysis/product-brief/steps/step-03-users.md","bcbc8a7d46c892fe235feec68e5d15864c934dcbe71bcefa590e156ed47b32e7"
"md","step-04-architectural-patterns","bmm","bmm/workflows/1-analysis/research/technical-steps/step-04-architectural-patterns.md","9e7d6107622625fa95ad2de6cbfdeb6b52864e78a4dcf3707d1f6202c53c4851"
"md","step-04-customer-decisions","bmm","bmm/workflows/1-analysis/research/market-steps/step-04-customer-decisions.md","79b952a9d41819dfd448a058525450e7894a8d6bf15dbbbcfd60d6698c24db94"
"md","step-04-decisions","bmm","bmm/workflows/3-solutioning/architecture/steps/step-04-decisions.md","936ba06a19f3fff6858dfcd7c119065066ea0e3ca37a7076c08b4d0e9439e8c3"
"md","step-04-emotional-response","bmm","bmm/workflows/2-plan-workflows/create-ux-design/steps/step-04-emotional-response.md","ecaf542e3e73423898a1d7ff12cc183e9ccf94110e934fbe731765627f684513"
"md","step-04-final-validation","bmm","bmm/workflows/3-solutioning/create-epics-and-stories/steps/step-04-final-validation.md","1761893b0eca2f0cc173a5be823de42dfe9b6980d9bbb98b16ae6cbd16e3b13f"
"md","step-04-journeys","bmm","bmm/workflows/2-plan-workflows/prd/steps/step-04-journeys.md","f1342c23fbc3d6d607dd3764b4d4c4344d2c582631f0f20d50c4da65d1599e07"
"md","step-04-metrics","bmm","bmm/workflows/1-analysis/product-brief/steps/step-04-metrics.md","6e4c8aaa2577e2608df8dc1ac6893c38b406c4e292ba4673221c685c65275380"
"md","step-04-regulatory-focus","bmm","bmm/workflows/1-analysis/research/domain-steps/step-04-regulatory-focus.md","6fd786eb13f598569dca4e1b75f9d21b9be97721219c89743c08d7f7779c9c26"
"md","step-04-ux-alignment","bmm","bmm/workflows/3-solutioning/implementation-readiness/steps/step-04-ux-alignment.md","52b0d64f014425a6f89ccd020c5f2773398c2bbdea7d3c239dfa2b90f53d87de"
"md","step-05-competitive-analysis","bmm","bmm/workflows/1-analysis/research/market-steps/step-05-competitive-analysis.md","5e6053df3323fdb561871881989d33e696fd43270cfed98c0064e409031f42b4"
"md","step-05-domain","bmm","bmm/workflows/2-plan-workflows/prd/steps/step-05-domain.md","5dfcd708499c211e9f91b360740ad8fe734f4bc9da55c49b0f8034ddb930cfe1"
"md","step-05-epic-quality-review","bmm","bmm/workflows/3-solutioning/implementation-readiness/steps/step-05-epic-quality-review.md","e6a90281966eed2cfa06223f65848119ffa8e93d7e932ee92ccb701f0d5accff"
"md","step-05-implementation-research","bmm","bmm/workflows/1-analysis/research/technical-steps/step-05-implementation-research.md","f8067535a667f5e367e85844599ef92848872bdb57bff1dfcdad3aefb1c6512a"
"md","step-05-inspiration","bmm","bmm/workflows/2-plan-workflows/create-ux-design/steps/step-05-inspiration.md","cd3c0612dacb466d8c8c1cebba688852f32dd188e8bc7ae3405be18b779be1e6"
"md","step-05-patterns","bmm","bmm/workflows/3-solutioning/architecture/steps/step-05-patterns.md","3fff9ec3b093a089b332fb905728dc5c9206cab9ce0ee8dcecf389a123b4d8ad"
"md","step-05-scope","bmm","bmm/workflows/1-analysis/product-brief/steps/step-05-scope.md","fa80e32015904b2f88fe210c64842d10b996bbd074529b36b91ef23199c4dfaa"
"md","step-05-technical-trends","bmm","bmm/workflows/1-analysis/research/domain-steps/step-05-technical-trends.md","4923fbc706e69ff2fdff372284e103ad1db5c9ed7486a77a00f9c494a90966a6"
"md","step-06-complete","bmm","bmm/workflows/1-analysis/product-brief/steps/step-06-complete.md","64be100635ec539e85c87cf21a8ffdb8cc463a8dc98877b3f1c664c8558c8f92"
"md","step-06-design-system","bmm","bmm/workflows/2-plan-workflows/create-ux-design/steps/step-06-design-system.md","21548ba370fcebd0ee14178e0beff84930523e166c8b570ac0a590ab66459970"
"md","step-06-final-assessment","bmm","bmm/workflows/3-solutioning/implementation-readiness/steps/step-06-final-assessment.md","7a1630b701947ad6e3478ca53190e42d4ebf20818de952f8f7f3dab19d74aff0"
